tiploc,lat,lon
ALLGFHH,51.29193878173828,0.5038757920265198
ALLGREV,51.296417236328125,0.49796220660209656
ALLOA,56.11796569824219,-3.7885756492614746
ALLOALP,56.115360260009766,-3.7683277130126953
ALMNUES,55.391700744628906,-1.6343989372253418
ALNESS,57.69440841674805,-4.24984073638916
ALNGEJN,52.93217849731445,-0.6924731731414795
ALNGJN,52.933013916015625,-0.7026693820953369
ALNGNJN,52.93549346923828,-0.6936684250831604
ALNMILL,55.45250701904297,-1.6416411399841309
ALNMOTH,55.392860412597656,-1.636847972869873
ALNMUES,55.39159393310547,-1.6343697309494019
ALRESFD,51.85403823852539,0.996069073677063
ALRSFRD,51.12527084350586,-1.023597240447998
ALRWAS,52.730751037597656,-1.7388478517532349
ALSAEJN,53.09332275390625,-2.2959938049316406
ALSAGER,53.09303665161133,-2.2987492084503174
ALSAUDG,53.09391784667969,-2.2907137870788574
ALSCGF,52.7095947265625,-2.56988263130188
ALSCTSW,52.709285736083984,-2.5725228786468506
ALSCUPT,52.702545166015625,-2.660139322280884
ALSHAM,51.227264404296875,1.2096519470214844
ALSTONS,51.90270233154297,-2.097200393676758
ALTFTJN,53.70901107788086,-1.415685772895813
ALTHORN,51.64780044555664,0.7520859241485596
ALTNBRC,58.388301849365234,-3.705944538116455
ALTNCCE,58.3878059387207,-3.706685781478882
ALTOBUS,51.14931106567383,-0.9789435267448425
ALTON,51.152252197265625,-0.9666973948478699
ALTPE,53.585514068603516,-0.7333099842071533
ALTRNHM,53.38794708251953,-2.3470208644866943
ALTT,52.99174118041992,-1.8947354555130005
ALVCHRC,52.34674835205078,-1.9679492712020874
ALVES,57.637451171875,-3.4625484943389893
ALXANDR,55.98533630371094,-4.577359676361084
ALXN440,51.56880569458008,-3.007044792175293
ALXNJTC,51.572120666503906,-3.006169080734253
ALXNLHS,51.571998596191406,-3.006080150604248
ALXPD,55.86358642578125,-4.2106757164001465
AMBERGJ,53.05424499511719,-1.4839739799499512
AMBERGT,53.06024932861328,-1.4809131622314453
AMBEWIN,53.0717658996582,-1.4503087997436523
AMERMWD,51.68022537231445,-0.6273744106292725
AMERSHM,51.67397689819336,-0.6070256233215332
AMLWCH,53.416194915771484,-4.341111660003662
AMLWOCT,53.416290283203125,-4.340900421142578
AMLY,50.89643859863281,-0.5420308113098145
AMMANFD,51.795413970947266,-3.996846914291382
AMNG294,52.63816452026367,-1.67192804813385
AMNG459,52.63895797729492,-1.6580637693405151
AMNG462,52.63819122314453,-1.6719374656677246
AMNG485,52.63880920410156,-1.6595115661621094
AMNG487,52.638916015625,-1.6580396890640259
AMNG488,52.63824462890625,-1.6724210977554321
AMNG490,52.638206481933594,-1.672432541847229
AMNGTNJ,52.63856887817383,-1.6651713848114014
AMPTNLS,52.033504486083984,-0.513361394405365
AMSTDAM,52.37912368774414,4.900765419006348
ANAT,56.842899322509766,-5.144753456115723
ANCAHON,52.982234954833984,-0.5986670255661011
ANCASTR,52.98768997192383,-0.5356044173240662
ANDO202,51.209800720214844,-1.497092843055725
ANDOKMR,51.211761474609375,-1.4928964376449585
ANDOLSB,51.210147857666016,-1.4966672658920288
ANDOVER,51.21139144897461,-1.4932472705841064
ANDOYD,51.2100715637207,-1.4963433742523193
ANDRSTN,55.85980224609375,-4.270823955535889
ANERLEY,51.41252136230469,-0.06562180072069168
ANGELRD,51.612831115722656,-0.04902229830622673
ANGMGF,50.816566467285156,-0.49064451456069946
ANGMRNG,50.8165168762207,-0.48813319206237793
ANGRFHH,51.49347686767578,0.021766500547528267
ANGRGBR,51.49370193481445,0.021789299324154854
ANGRMAR,51.49114990234375,0.01974480040371418
ANGRNOR,51.49074172973633,0.019783299416303635
ANGRODB,51.490623474121094,0.0197736993432045
ANGRSTB,51.48612594604492,0.01963290013372898
ANGRSTJ,51.4847412109375,0.02483309991657734
ANGRSTW,51.48822021484375,0.019644800573587418
ANGRTAR,51.493526458740234,0.021967099979519844
ANNADRS,54.983642578125,-3.263887405395508
ANNAN,54.983612060546875,-3.263287305831909
ANNBANK,55.49112319946289,-4.528862476348877
ANSDELL,53.741539001464844,-2.9932973384857178
ANSL,55.88996505737305,-4.321532726287842
ANSL3,55.89006805419922,-4.321357250213623
APBY,54.580360412597656,-2.4864540100097656
APBYNE,54.583736419677734,-2.491408109664917
APDR,51.03279113769531,0.8160861134529114
APERLYB,53.842140197753906,-1.707124948501587
APERLYJ,53.838619232177734,-1.6848832368850708
APLHRSJ,53.58187484741211,-1.1130818128585815
APLYBDG,53.578731536865234,-2.7197015285491943
APLYBGW,53.58018493652344,-2.7257120609283447
APPLADV,51.634071350097656,-1.251115083694458
APPLEFD,51.639488220214844,-1.2425113916397095
APPLEFS,51.63453674316406,-1.2523516416549683
APPLEFX,51.631168365478516,-1.2431657314300537
APPLEGB,51.63440704345703,-1.2516206502914429
APPLFHH,51.63444519042969,-1.2510573863983154
APSLEY,51.73213577270508,-0.4625853896141052
ARBROTH,56.559288024902344,-2.5893843173980713
ARBRUNS,56.56692886352539,-2.5892841815948486
ARBRURS,56.561973571777344,-2.5885469913482666
ARBRUSS,56.56159973144531,-2.5886294841766357
ARCHAME,56.201576232910156,-4.727969646453857
ARCHRAT,56.20325469970703,-4.723300457000732
ARCHRCE,56.20268630981445,-4.724432945251465
ARCHTGF,56.20390701293945,-4.721548557281494
ARCQGBF,54.126914978027344,-2.3001291751861572
ARCQGF,54.131221771240234,-2.297714948654175
ARDEGH,51.921146392822266,0.9840502142906189
ARDGAGF,57.878387451171875,-4.358555793762207
ARDGAY,57.88130187988281,-4.361888408660889
ARDGAYC,57.88038635253906,-4.361440658569336
ARDLGF,56.3007926940918,-4.720526218414307
ARDLUCE,56.303165435791016,-4.722117900848389
ARDLUI,56.30208969116211,-4.721787929534912
ARDNFHH,51.03260803222656,-0.09126369655132294
ARDNGLP,51.031715393066406,-0.09766189754009247
ARDNGLY,51.03181076049805,-0.09696280211210251
ARDRSDS,55.642860412597656,-4.805256366729736
ARDRSHB,55.639957427978516,-4.821211338043213
ARDRSSB,55.6408576965332,-4.799680233001709
ARDRSTN,55.640419006347656,-4.8120293617248535
ARDWCKJ,53.471988677978516,-2.215583086013794
ARDWICK,53.47115707397461,-2.2132227420806885
ARDWKEJ,53.471012115478516,-2.2091898918151855
ARDWKEY,53.47216796875,-2.2051501274108887
ARDWTMD,53.471126556396484,-2.21171498298645
ARGYLST,55.85768127441406,-4.250861167907715
ARISAIG,56.9129753112793,-5.839479923248291
ARISCE,56.91273880004883,-5.83661413192749
ARKL021,55.85630798339844,-4.376794815063477
ARKL023,55.856361389160156,-4.3767852783203125
ARKL025,55.85640335083008,-4.376859664916992
ARKLSTE,55.856170654296875,-4.390291690826416
ARKLSTJ,55.85466384887695,-4.399670600891113
ARKLSTW,55.853904724121094,-4.402420520782471
ARKS814,53.55247497558594,-1.1328849792480469
ARKS815,53.55693817138672,-1.1313341856002808
ARKSEYL,53.546165466308594,-1.1352856159210205
ARLSCAD,51.97475814819336,-0.2715013027191162
ARLSEY,52.025203704833984,-0.2666342854499817
ARMADLE,57.00743103027344,-5.828516960144043
ARMDALE,55.886436462402344,-3.693199634552002
ARMITAG,52.74563217163086,-1.883079171180725
ARMLJCN,53.79827117919922,-1.5758095979690552
ARMTHWT,54.80943298339844,-2.772103786468506
ARNSIDE,54.20262145996094,-2.8281362056732178
ARPLEYJ,53.385494232177734,-2.5968852043151855
ARPLEYS,53.380821228027344,-2.601245403289795
ARPLHOL,53.382694244384766,-2.603267192840576
ARPLSHS,53.38496398925781,-2.594362735748291
ARPLYFA,53.378780364990234,-2.60197114944458
ARRAM,53.88450241088867,-0.42674121260643005
ARUN50,50.85025405883789,-0.5442289710044861
ARUNDEL,50.847537994384766,-0.5466762185096741
ARUNDLJ,50.827388763427734,-0.5646514892578125
ASBRDGE,53.42583084106445,-2.167954921722412
ASCO237,51.40324401855469,-0.6650986075401306
ASCO238,51.40690994262695,-0.6815721988677979
ASCO501,51.40372848510742,-0.6667675971984863
ASCO504,51.40513610839844,-0.6818299889564514
ASCO506,51.40693283081055,-0.6820483207702637
ASCODS,51.40594482421875,-0.6758835911750793
ASCOT,51.406150817871094,-0.6759920120239258
ASCTUWD,51.86748123168945,-1.5640085935592651
ASFDMSX,51.436466217041016,-0.46862199902534485
ASFIELD,55.88882827758789,-4.248252868652344
ASFRDBY,52.768123626708984,-0.931013286113739
ASHB998,53.4730110168457,-2.203639268875122
ASHBADL,53.47127914428711,-2.2076261043548584
ASHBAWS,53.47175598144531,-2.2093141078948975
ASHBEWS,53.47110366821289,-2.1841747760772705
ASHBFHH,53.4710693359375,-2.183948516845703
ASHBGBR,53.470237731933594,-2.1827967166900635
ASHBREJ,53.471500396728516,-2.190988302230835
ASHBRSB,53.47175979614258,-2.1954903602600098
ASHBRSY,53.47005081176758,-2.182260751724243
ASHBRWJ,53.471805572509766,-2.19758939743042
ASHBRYS,53.47188186645508,-2.1955084800720215
ASHBUAS,53.46984100341797,-2.2023024559020996
ASHC453,51.9915657043457,-2.1087446212768555
ASHCGBF,51.998355865478516,-2.108647584915161
ASHCHRC,51.99956512451172,-2.1087348461151123
ASHCMOD,51.998897552490234,-2.108543872833252
ASHCWGF,51.99603271484375,-2.1085712909698486
ASHCWTF,51.99610137939453,-2.108511447906494
ASHD,51.31773376464844,-0.3080432116985321
ASHF119,51.153324127197266,0.8591080904006958
ASHF661,51.14746856689453,0.8603798151016235
ASHFAJN,51.15188980102539,0.859713077545166
ASHFCEJ,51.131168365478516,0.8996469974517822
ASHFCR,51.139530181884766,0.8822721242904663
ASHFCWJ,51.15500259399414,0.8528503775596619
ASHFDNS,51.14170455932617,0.8806902766227722
ASHFDYW,51.141475677490234,0.8879184722900391
ASHFEBS,51.13934326171875,0.8818296790122986
ASHFEJN,51.139408111572266,0.883181095123291
ASHFKCY,51.14387130737305,0.8899629712104797
ASHFKDY,51.13987731933594,0.8844712972640991
ASHFKGR,51.14907455444336,0.862995982170105
ASHFKI,51.14305114746094,0.8759152293205261
ASHFKPD,51.14410400390625,0.8877041935920715
ASHFKY,51.14314651489258,0.8755667805671692
ASHFTMP,51.14020919799805,0.8818457126617432
ASHFUPS,51.14065933227539,0.8784199953079224
ASHFWJN,51.147613525390625,0.8597952127456665
ASHGTN,55.182987213134766,-1.5730679035186768
ASHGTNJ,55.18376159667969,-1.5732685327529907
ASHH,51.24976348876953,-0.7130001187324524
ASHH331,51.24753189086914,-0.7074031233787537
ASHIMGB,53.486427307128906,-2.5977072715759277
ASHIMKS,53.487823486328125,-2.596501588821411
ASHIMSB,53.49082565307617,-2.6033365726470947
ASHJ192,51.44640350341797,-2.6257266998291016
ASHJ335,51.441505432128906,-2.6255099773406982
ASHJGAT,51.439720153808594,-2.6242451667785645
ASHJN,51.43668746948242,-2.622509717941284
ASHJNCE,51.43975067138672,-2.624274730682373
ASHLEY,53.35542678833008,-2.3414199352264404
ASHONUL,53.4912109375,-2.0938189029693604
ASHTMNJ,53.49195098876953,-2.116142511367798
ASHUJN,51.10979080200195,0.1727515012025833
ASHURST,51.12757110595703,0.15287379920482635
ASHV408,51.27450942993164,-0.7195613980293274
ASHVALE,51.27322769165039,-0.7207453846931458
ASHWELC,52.0307502746582,-0.10957039892673492
ASHYDN,51.47837829589844,-2.5766475200653076
ASKAM,54.18907928466797,-3.2045810222625732
ASKAM6,54.19065475463867,-3.205098867416382
ASKRNLC,53.63136672973633,-1.1615474224090576
ASLCKTN,52.9515495300293,-0.8984456062316895
ASLYBJN,53.58906555175781,-2.417057514190674
ASPLEYG,52.02120590209961,-0.6326814293861389
ASPTBRA,54.78084945678711,-3.298603057861328
ASPTRIA,54.75880813598633,-3.3321938514709473
ASTLEY,53.470680236816406,-2.4495182037353516
ASTO65,52.5025749206543,-1.8702666759490967
ASTON,52.50464630126953,-1.8722896575927734
ASTOSTJ,52.50335693359375,-1.8711459636688232
ATADALE,57.394432067871094,-5.4554033279418945
ATHERTN,53.52907943725586,-2.4777255058288574
ATHLNEY,51.053123474121094,-2.9375016689300537
ATHRSTN,52.57883071899414,-1.5526149272918701
ATLB431,52.508392333984375,-1.4464298486709595
ATLB533,52.50839614868164,-1.4463763236999512
ATLBRJN,52.5023193359375,-1.444491982460022
ATLBRNJ,52.5123176574707,-1.448635458946228
ATLBSHI,52.455596923828125,-1.4084012508392334
ATNBRO,52.906620025634766,-1.2308080196380615
ATNBROJ,52.897369384765625,-1.24604070186615
ATTLBON,52.51417922973633,1.0217125415802002
ATTRCLI,53.392303466796875,-1.4299708604812622
ATTREWS,53.39570617675781,-1.439273715019226
ATTRFHH,53.394615173339844,-1.4400428533554077
ATTRGBR,53.395999908447266,-1.4388598203659058
ATTRMGS,53.39522171020508,-1.4397387504577637
AUCHAR6,56.29099655151367,-3.6872105598449707
AUCHTDR,56.28977584838867,-3.6924643516540527
AUCHTER,56.28999710083008,-3.6914780139923096
AUDLEYE,52.00462341308594,0.20708279311656952
AULDGTH,55.1624641418457,-3.7050294876098633
AVIEA29,57.18241500854492,-3.831897735595703
AVIEDRS,57.19380569458008,-3.826477289199829
AVIEMRE,57.188846588134766,-3.8286876678466797
AVIEMRS,57.19257354736328,-3.826972007751465
AVIESGB,57.19331359863281,-3.826510190963745
AVIEURS,57.18559265136719,-3.829317092895508
AVIGCMT,43.933048248291016,4.793816089630127
AVIGVIL,43.941341400146484,4.8056840896606445
AVNCLFF,51.33955383300781,-2.281913995742798
AVON4,51.50253677368164,-2.70137619972229
AVONADV,51.51517105102539,-2.7010200023651123
AVONBEN,51.51494216918945,-2.6976678371429443
AVONBFH,51.5142822265625,-2.6982178688049316
AVONBGB,51.516380310058594,-2.696476936340332
AVONBHF,51.52399444580078,-2.689828872680664
AVONBHT,51.51679611206055,-2.6946566104888916
AVONCOL,51.506446838378906,-2.699054479598999
AVONCT,51.504638671875,-2.700704336166382
AVONDKJ,51.491432189941406,-2.690643310546875
AVONGBR,51.511253356933594,-2.702455759048462
AVONHAN,51.515708923339844,-2.6970348358154297
AVONHFH,51.52399444580078,-2.689765691757202
AVONHGB,51.514488220214844,-2.698035478591919
AVONILS,51.517818450927734,-2.6954965591430664
AVONMCM,51.52808380126953,-2.684096336364746
AVONMTH,51.49987030029297,-2.6990084648132324
AVONNP2,51.511016845703125,-2.6966969966888428
AVONNPT,51.511016845703125,-2.6967709064483643
AVONRCK,51.526981353759766,-2.676968812942505
AVONWFH,51.511077880859375,-2.702671527862549
AVONWWF,51.51373291015625,-2.698852777481079
AWRE,51.76282501220703,-2.448275089263916
AXMNSEJ,50.79446029663086,-2.9882802963256836
AXMNSTR,50.77888870239258,-3.005073308944702
AXMNSWJ,50.764495849609375,-3.0302281379699707
AYLESFD,51.30152893066406,0.4657585024833679
AYLS302,51.820430755615234,-0.836378276348114
AYLS792,51.814918518066406,-0.8199449181556702
AYLSBCH,51.812644958496094,-0.8123233914375305
AYLSBRS,51.809810638427734,-0.8078286051750183
AYLSBRY,51.813411712646484,-0.8142231702804565
AYLSCCD,51.81267547607422,-0.8124296069145203
AYLSDMU,51.813907623291016,-0.816705584526062
AYLSNL,51.8166389465332,-0.8270044922828674
AYLSPWY,51.83112716674805,-0.8600134253501892
AYLSVJN,51.82958221435547,-0.8576231002807617
AYLSWAD,51.842132568359375,-0.9200294017791748
AYNH501,51.99430847167969,-1.2781492471694946
AYNH502,51.99494171142578,-1.2793240547180176
AYNHOJ,51.99980545043945,-1.2802307605743408
AYNHPKJ,51.98841094970703,-1.2736990451812744
AYNHUGL,51.99296569824219,-1.278196930885315
AYRR,55.45848846435547,-4.625657558441162
AYRR335,55.471439361572266,-4.618598461151123
AYRR853,55.46339416503906,-4.621621131896973
AYRR858,55.46522903442383,-4.621046543121338
AYRR859,55.448570251464844,-4.624548435211182
AYRRABP,55.47207260131836,-4.6342058181762695
AYRRCSD,55.451263427734375,-4.626081466674805
AYRRFHH,55.47946548461914,-4.624833106994629
AYRRHBR,55.47214126586914,-4.635038375854492
AYRRTMD,55.47110366821289,-4.62327241897583
AYRRWRD,55.47091293334961,-4.623417854309082
BABWTHL,53.3192138671875,-0.9533758759498596
BACHE,53.20863342285156,-2.8916049003601074
BADMTN,51.53023910522461,-2.2754721641540527
BAGE,53.42184829711914,-2.215296745300293
BAGLYFJ,53.492435455322266,-2.186849355697632
BAGSHOT,51.36456298828125,-0.6884683966636658
BAGWDES,52.6328010559082,-1.2825065851211548
BAGWJRS,52.686336517333984,-1.3505103588104248
BAGWKM,52.62799072265625,-1.2312146425247192
BAGWTHJ,52.6912727355957,-1.3495676517486572
BAILDON,53.85030746459961,-1.7535426616668701
BAKECH,53.2293701171875,-1.6109683513641357
BALCMTJ,51.087284088134766,-0.16088959574699402
BALCOMB,51.05564880371094,-0.13711340725421906
BALD242,51.98686981201172,-0.2054370939731598
BALDOCK,51.99307632446289,-0.18667790293693542
BALHAM,51.442832946777344,-0.15138019621372223
BALHJN,51.44191360473633,-0.14668069779872894
BALISTN,55.84451675415039,-4.1137895584106445
BALLOCH,56.00258255004883,-4.583469867706299
BALMOSS,56.47470474243164,-2.838486671447754
BALSHWL,53.64808654785156,-2.6683924198150635
BAMFDLP,53.33444595336914,-1.6756627559661865
BAMFORD,53.33894348144531,-1.6888619661331177
BANAVIE,56.843841552734375,-5.0959672927856445
BANG37,53.22359848022461,-4.139532089233398
BANGB32,53.2236328125,-4.139726161956787
BANGOR,53.22254943847656,-4.135155200958252
BANGRCS,53.22257995605469,-4.136081695556641
BANGRTC,53.22270202636719,-4.137258529663086
BANSTED,51.32954406738281,-0.2144232988357544
BARA275,55.56270217895508,-4.649361610412598
BARACE,55.55405044555664,-4.648852348327637
BARADPL,55.55284881591797,-4.653867721557617
BARAFHH,55.55389404296875,-4.648945331573486
BARAGBR,55.55390548706055,-4.648859024047852
BARASCP,55.57525634765625,-4.639402866363525
BARASIE,55.561546325683594,-4.6514668464660645
BARASIJ,55.56026840209961,-4.651044845581055
BARAUGL,55.55373001098633,-4.653537273406982
BARAYRD,55.55607223510742,-4.650355339050293
BARDFHH,52.71044158935547,-1.346206545829773
BARDGBR,52.71045684814453,-1.34616219997406
BARDHBR,52.7104606628418,-1.346083641052246
BARDHGF,52.71045684814453,-1.3460651636123657
BARDNHQ,52.71518325805664,-1.3380569219589233
BARDONH,52.71058654785156,-1.3456506729125977
BARELA,54.074649810791016,-2.8349649906158447
BARGOED,51.692562103271484,-3.2296206951141357
BARGSDG,51.69624710083008,-3.2309658527374268
BARH379,52.11236572265625,1.0988988876342773
BARHAM,52.12051010131836,1.0924172401428223
BARHFHH,52.1204719543457,1.092335820198059
BARK103,51.54011535644531,0.07881680130958557
BARK104,51.537628173828125,0.08436170220375061
BARKADV,51.53860855102539,0.0857234001159668
BARKG1P,51.5400390625,0.08070369809865952
BARKG7P,51.539554595947266,0.07989370077848434
